"_id","_index","_score","_type","device_id","device_id.keyword","mqtt_gateway","mqtt_gateway.keyword","sensor_id","sensor_id.keyword","sensor_name","sensor_name.keyword",timestamp,"value.countPeople"
"34_82_231+0+9224","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9222","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9221","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9225","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9226","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9227","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9228","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9229","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9230","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9231","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9232","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9233","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9234","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9235","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9236","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9237","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9238","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 16:08:21.000",35
"34_82_231+0+9218","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:59:04.000",35
"34_82_231+0+9217","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:49:57.000",35
"34_82_231+0+9216","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:22:33.000",35
"34_82_231+0+9215","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:17:32.000",35
"34_82_231+0+9214","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:12:32.000",35
"34_82_231+0+9213","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:31.000",35
"34_82_231+0+9212","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:30.000",34
"34_82_231+0+9210","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:29.000",32
"34_82_231+0+9211","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:29.000",33
"34_82_231+0+9209","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:28.000",31
"34_82_231+0+9208","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:23.000",30
"34_82_231+0+9206","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:22.000",28
"34_82_231+0+9207","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:22.000",29
"34_82_231+0+9205","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:21.000",27
"34_82_231+0+9204","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:14.000",26
"34_82_231+0+9202","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:09.000",24
"34_82_231+0+9203","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:09.000",25
"34_82_231+0+9200","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:08.000",22
"34_82_231+0+9201","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:08.000",23
"34_82_231+0+9199","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:11:07.000",21
"34_82_231+0+9197","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:59.000",19
"34_82_231+0+9198","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:59.000",20
"34_82_231+0+9195","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:58.000",17
"34_82_231+0+9196","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:58.000",18
"34_82_231+0+9194","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:57.000",16
"34_82_231+0+9193","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:50.000",15
"34_82_231+0+9192","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:37.000",14
"34_82_231+0+9191","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:36.000",13
"34_82_231+0+9190","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:29.000",12
"34_82_231+0+9189","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:28.000",11
"34_82_231+0+9187","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:27.000",9
"34_82_231+0+9188","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:27.000",10
"34_82_231+0+9186","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:26.000",8
"34_82_231+0+9184","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:15.000",6
"34_82_231+0+9185","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:15.000",7
"34_82_231+0+9183","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:14.000",5
"34_82_231+0+9180","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:06.000",2
"34_82_231+0+9181","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:06.000",3
"34_82_231+0+9182","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:06.000",4
"34_82_231+0+9179","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:10:05.000",1
"34_82_231+0+9178","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:07:32.000",0
"34_82_231+0+9177","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:02:28.000",0
"34_82_231+0+9176","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:02:08.000",0
"34_82_231+0+9175","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:56.000",1
"34_82_231+0+9173","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:55.000",3
"34_82_231+0+9174","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:55.000",2
"34_82_231+0+9172","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:54.000",4
"34_82_231+0+9171","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:40.000",5
"34_82_231+0+9170","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:27.000",6
"34_82_231+0+9168","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:26.000",8
"34_82_231+0+9169","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:26.000",7
"34_82_231+0+9167","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:25.000",9
"34_82_231+0+9166","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:12.000",10
"34_82_231+0+9165","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:01:11.000",11
"34_82_231+0+9164","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:57.000",12
"34_82_231+0+9163","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:56.000",13
"34_82_231+0+9161","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:46.000",15
"34_82_231+0+9162","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:46.000",14
"34_82_231+0+9159","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:45.000",17
"34_82_231+0+9160","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:45.000",16
"34_82_231+0+9158","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:44.000",18
"34_82_231+0+9156","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:36.000",20
"34_82_231+0+9157","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:36.000",19
"34_82_231+0+9155","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:35.000",21
"34_82_231+0+9154","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:22.000",22
"34_82_231+0+9153","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:19.000",23
"34_82_231+0+9152","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:18.000",24
"34_82_231+0+9151","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:17.000",25
"34_82_231+0+9150","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:07.000",26
"34_82_231+0+9148","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:06.000",28
"34_82_231+0+9149","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:06.000",27
"34_82_231+0+9147","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 15:00:05.000",29
"34_82_231+0+9146","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 14:57:28.000",30
"34_82_231+0+9145","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 14:42:04.000",30
"34_82_231+0+9144","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 14:37:04.000",30
"34_82_231+0+9143","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 14:32:04.000",30
"34_82_231+0+9142","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 14:04:57.000",30
"34_82_231+0+9141","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 13:37:39.000",30
"34_82_231+0+9140","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 13:32:39.000",30
"34_82_231+0+9139","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 13:27:39.000",30
"34_82_231+0+9138","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 13:22:38.000",30
"34_82_231+0+9137","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:56:07.000",0
"34_82_231+0+9136","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:51:06.000",0
"34_82_231+0+9135","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:46:06.000",0
"34_82_231+0+9134","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:41:06.000",0
"34_82_231+0+9133","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:36:06.000",0
"34_82_231+0+9132","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:31:06.000",0
"34_82_231+0+9131","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:26:06.000",0
"34_82_231+0+9130","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:21:05.000",0
"34_82_231+0+9129","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:16:05.000",0
"34_82_231+0+9128","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:11:05.000",0
"34_82_231+0+9127","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:06:05.000",0
"34_82_231+0+9126","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:01:05.000",0
"34_82_231+0+9125","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:01:00.000",0
"34_82_231+0+9124","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:59.000",1
"34_82_231+0+9123","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:57.000",2
"34_82_231+0+9122","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:53.000",3
"34_82_231+0+9121","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:41.000",4
"34_82_231+0+9119","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:40.000",6
"34_82_231+0+9120","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:40.000",5
"34_82_231+0+9118","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:39.000",7
"34_82_231+0+9117","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:34.000",8
"34_82_231+0+9116","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:33.000",9
"34_82_231+0+9115","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:29.000",10
"34_82_231+0+9114","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:15.000",11
"34_82_231+0+9113","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:14.000",12
"34_82_231+0+9112","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:06.000",13
"34_82_231+0+9111","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 12:00:05.000",14
"34_82_231+0+9110","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:56:05.000",15
"34_82_231+0+9109","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:51:05.000",15
"34_82_231+0+9108","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:46:04.000",15
"34_82_231+0+9107","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:41:04.000",15
"34_82_231+0+9106","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:36:04.000",15
"34_82_231+0+9105","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:31:04.000",15
"34_82_231+0+9104","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:26:04.000",15
"34_82_231+0+9103","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:21:04.000",15
"34_82_231+0+9102","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:16:03.000",15
"34_82_231+0+9101","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:11:03.000",15
"34_82_231+0+9100","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:42.000",15
"34_82_231+0+9098","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:41.000",13
"34_82_231+0+9099","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:41.000",14
"34_82_231+0+9097","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:40.000",12
"34_82_231+0+9095","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:34.000",10
"34_82_231+0+9096","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:34.000",11
"34_82_231+0+9094","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:33.000",9
"34_82_231+0+9093","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:21.000",8
"34_82_231+0+9092","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:20.000",7
"34_82_231+0+9091","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:11.000",6
"34_82_231+0+9090","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:10.000",5
"34_82_231+0+9089","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:07.000",4
"34_82_231+0+9087","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:06.000",2
"34_82_231+0+9088","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:06.000",3
"34_82_231+0+9086","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:10:05.000",1
"34_82_231+0+9085","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:06:03.000",0
"34_82_231+0+9084","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 11:01:03.000",0
"34_82_231+0+9083","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:56:02.000",0
"34_82_231+0+9082","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:51:02.000",0
"34_82_231+0+9081","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:46:02.000",0
"34_82_231+0+9080","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:41:02.000",0
"34_82_231+0+9079","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:36:02.000",0
"34_82_231+0+9078","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:31:02.000",0
"34_82_231+0+9077","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:26:01.000",0
"34_82_231+0+9076","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:21:01.000",0
"34_82_231+0+9075","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:16:01.000",0
"34_82_231+0+9074","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:11:01.000",0
"34_82_231+0+9073","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:06:01.000",0
"34_82_231+0+9072","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 10:01:01.000",0
"34_82_231+0+9071","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:56:01.000",0
"34_82_231+0+9070","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:51:01.000",0
"34_82_231+0+9069","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:46:00.000",0
"34_82_231+0+9068","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:41:00.000",0
"34_82_231+0+9067","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:36:00.000",0
"34_82_231+0+9066","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:31:00.000",0
"34_82_231+0+9065","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:25:59.000",0
"34_82_231+0+9064","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:20:59.000",0
"34_82_231+0+9063","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:15:58.000",0
"34_82_231+0+9062","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:10:58.000",0
"34_82_231+0+9061","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:05:58.000",0
"34_82_231+0+9060","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 09:00:58.000",0
"34_82_231+0+9059","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:55:57.000",0
"34_82_231+0+9058","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:50:56.000",0
"34_82_231+0+9057","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:45:55.000",0
"34_82_231+0+9056","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:40:55.000",0
"34_82_231+0+9055","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:35:55.000",0
"34_82_231+0+9054","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:30:55.000",0
"34_82_231+0+9053","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:25:55.000",0
"34_82_231+0+9052","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:20:54.000",0
"34_82_231+0+9051","34_82_231","-","_doc",82,82,"iot_platform","iot_platform",231,231,counter,counter,"Jun 29, 2023 @ 08:15:54.000",0
