"_id","_index","_score","_type","device_id","device_id.keyword","mqtt_gateway","mqtt_gateway.keyword","sensor_id","sensor_id.keyword","sensor_name","sensor_name.keyword",timestamp,"value.count"
"29_81_217+0+14907","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 18:00:00.000",5
"29_81_217+0+14906","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 16:25:00.000",0
"29_81_217+0+14905","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 16:20:00.000",0
"29_81_217+0+14904","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 16:15:00.000",0
"29_81_217+0+14903","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 16:10:00.000",0
"29_81_217+0+14902","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 16:05:00.000",0
"29_81_217+0+14901","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 16:00:00.000",0
"29_81_217+0+14900","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:55:00.000",0
"29_81_217+0+14899","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:50:00.000",0
"29_81_217+0+14898","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:45:00.000",0
"29_81_217+0+14897","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:40:00.000",0
"29_81_217+0+14896","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:35:00.000",0
"29_81_217+0+14895","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:30:00.000",0
"29_81_217+0+14894","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:25:00.000",0
"29_81_217+0+14890","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:20:00.000",0
"29_81_217+0+14891","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:20:00.000",0
"29_81_217+0+14892","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:20:00.000",0
"29_81_217+0+14893","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:20:00.000",0
"29_81_217+0+14889","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:15:00.000",0
"29_81_217+0+14888","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:10:00.000",0
"29_81_217+0+14887","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 15:05:00.000",0
"29_81_217+0+14886","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 14:55:00.000",0
"29_81_217+0+14885","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 14:50:00.000",0
"29_81_217+0+14884","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 14:45:00.000",0
"29_81_217+0+14883","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 14:40:00.000",0
"29_81_217+0+14882","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 14:35:00.000",0
"29_81_217+0+14881","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:50:00.000",0
"29_81_217+0+14880","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:45:00.000",0
"29_81_217+0+14876","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:40:00.000",0
"29_81_217+0+14877","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:40:00.000",0
"29_81_217+0+14878","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:40:00.000",0
"29_81_217+0+14879","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:40:00.000",0
"29_81_217+0+14875","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:35:00.000",0
"29_81_217+0+14874","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:30:00.000",0
"29_81_217+0+14873","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:25:00.000",0
"29_81_217+0+14872","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:20:00.000",0
"29_81_217+0+14871","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:15:00.000",0
"29_81_217+0+14870","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:10:00.000",0
"29_81_217+0+14869","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:05:00.000",0
"29_81_217+0+14868","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 12:00:00.000",0
"29_81_217+0+14867","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:55:00.000",0
"29_81_217+0+14866","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:50:00.000",0
"29_81_217+0+14865","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:45:00.000",0
"29_81_217+0+14864","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:40:00.000",0
"29_81_217+0+14863","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:35:00.000",0
"29_81_217+0+14862","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:30:00.000",0
"29_81_217+0+14861","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:25:00.000",0
"29_81_217+0+14860","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:20:00.000",0
"29_81_217+0+14859","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:15:00.000",0
"29_81_217+0+14858","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:10:00.000",0
"29_81_217+0+14857","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 11:00:00.000",21
"29_81_217+0+14856","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:55:00.000",21
"29_81_217+0+14855","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:50:00.000",21
"29_81_217+0+14854","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:45:00.000",21
"29_81_217+0+14853","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:40:00.000",21
"29_81_217+0+14852","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:35:00.000",21
"29_81_217+0+14851","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:30:00.000",21
"29_81_217+0+14850","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:25:00.000",21
"29_81_217+0+14849","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:20:00.000",21
"29_81_217+0+14848","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:15:00.000",21
"29_81_217+0+14847","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:10:00.000",0
"29_81_217+0+14846","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:05:00.000",0
"29_81_217+0+14845","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 10:00:00.000",0
"29_81_217+0+14844","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:55:00.000",0
"29_81_217+0+14843","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:50:00.000",0
"29_81_217+0+14842","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:45:00.000",0
"29_81_217+0+14841","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:40:00.000",0
"29_81_217+0+14840","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:35:00.000",0
"29_81_217+0+14839","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:30:00.000",0
"29_81_217+0+14838","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:25:00.000",0
"29_81_217+0+14837","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:20:00.000",0
"29_81_217+0+14836","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:15:00.000",0
"29_81_217+0+14835","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:10:00.000",0
"29_81_217+0+14834","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:05:00.000",0
"29_81_217+0+14833","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 09:00:00.000",0
"29_81_217+0+14832","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:55:00.000",0
"29_81_217+0+14831","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:50:00.000",0
"29_81_217+0+14830","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:45:00.000",0
"29_81_217+0+14829","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:40:00.000",0
"29_81_217+0+14828","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:35:00.000",0
"29_81_217+0+14827","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:30:00.000",0
"29_81_217+0+14826","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:25:00.000",0
"29_81_217+0+14825","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:20:00.000",0
"29_81_217+0+14824","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:15:00.000",0
"29_81_217+0+14823","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:05:00.000",0
"29_81_217+0+14822","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 08:00:00.000",0
"29_81_217+0+14821","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:55:00.000",0
"29_81_217+0+14820","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:50:00.000",0
"29_81_217+0+14819","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:45:00.000",0
"29_81_217+0+14818","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:40:00.000",0
"29_81_217+0+14817","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:35:00.000",0
"29_81_217+0+14816","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:30:00.000",0
"29_81_217+0+14815","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:25:00.000",0
"29_81_217+0+14814","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:20:00.000",0
"29_81_217+0+14813","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:15:00.000",0
"29_81_217+0+14812","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:10:00.000",0
"29_81_217+0+14811","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:05:00.000",0
"29_81_217+0+14810","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 07:00:00.000",0
"29_81_217+0+14809","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:55:00.000",0
"29_81_217+0+14808","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:50:00.000",0
"29_81_217+0+14807","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:45:00.000",0
"29_81_217+0+14806","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:40:00.000",0
"29_81_217+0+14805","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:35:00.000",0
"29_81_217+0+14804","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:30:00.000",0
"29_81_217+0+14803","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:25:00.000",0
"29_81_217+0+14802","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:20:00.000",0
"29_81_217+0+14801","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:15:00.000",0
"29_81_217+0+14800","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:10:00.000",0
"29_81_217+0+14799","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:05:00.000",0
"29_81_217+0+14798","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 06:00:00.000",0
"29_81_217+0+14797","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:55:00.000",0
"29_81_217+0+14796","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:50:00.000",0
"29_81_217+0+14795","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:45:00.000",0
"29_81_217+0+14794","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:40:00.000",0
"29_81_217+0+14793","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:35:00.000",0
"29_81_217+0+14792","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:30:00.000",0
"29_81_217+0+14791","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:25:00.000",0
"29_81_217+0+14790","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:20:00.000",0
"29_81_217+0+14789","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:15:00.000",0
"29_81_217+0+14788","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:10:00.000",0
"29_81_217+0+14787","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:05:00.000",0
"29_81_217+0+14786","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 05:00:00.000",0
"29_81_217+0+14785","29_81_217","-","_doc",81,81,"iot_platform","iot_platform",217,217,"room_counter","room_counter","Jun 30, 2023 @ 04:55:00.000",0
