Datetime,reference,group1,group2,group4,group8,group9,group10,group11,group13,group15
2023-06-26 17:45:00.000,26,26.0,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 17:50:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 17:55:00.000,26,26.0,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:00:00.000,26,26.0,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:05:00.000,26,,26.0,26.0,,26.0,37.0,,26.0,26.0
2023-06-26 18:10:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:15:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:20:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:25:00.000,26,26.0,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:30:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:35:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:40:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:45:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:50:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 18:55:00.000,26,,26.0,26.0,,26.0,37.0,0.0,26.0,26.0
2023-06-26 19:00:00.000,0,,21.0,13.0,,16.0,14.783333333333333,0.0,13.0,26.0
2023-06-26 19:05:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:10:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:15:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:20:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:25:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:30:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:35:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:40:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:45:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:50:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 19:55:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:00:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:05:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:10:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:15:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:20:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:25:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:30:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:35:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:40:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:45:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:50:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 20:55:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:00:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:05:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:15:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 21:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 22:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:15:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:20:00.000,0,,0.0,0.0,,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-26 23:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 00:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 01:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 02:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 03:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:10:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:15:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:20:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:25:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:30:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:35:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:40:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:45:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:50:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 04:55:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 05:00:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
2023-06-27 05:05:00.000,0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
